Topic,Yield Score,Verdict,Is Tagged?,Years Found,Key Fact
Correct Explanations,5,⚠️ REVIEW,NO,2024,Found in question papers.
SIEGFRIED SASSOON,5,⚠️ REVIEW,NO,2025,Found in question papers.
Match List I with List I,5,⚠️ REVIEW,NO,2024,Found in question papers.
Match the following,5,⚠️ REVIEW,NO,2024,Found in question papers.
Match List I With List II,5,⚠️ REVIEW,NO,2024,Found in question papers.
The other options are,5,⚠️ REVIEW,NO,2024,Found in question papers.
Choose the most appropriate answer from the options given below,5,⚠️ REVIEW,NO,2025,Found in question papers.
At what stage does knowledge become freedom for man,5,⚠️ REVIEW,NO,2024,Found in question papers.
What gives man the freedom to be useless and irresponsible,5,⚠️ REVIEW,NO,2024,Found in question papers.
Line from the passage,5,⚠️ REVIEW,NO,2024,Found in question papers.
Lines from the poem,5,⚠️ REVIEW,NO,2024,Found in question papers.
Other Explanations,5,⚠️ REVIEW,NO,2024,Found in question papers.
Identify the author who stated the following lines,5,⚠️ REVIEW,NO,2024,Found in question papers.
Identify the text from which the following lines have been taken,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following works is not written by Chinua Achebe,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following writers pioneered the Australian Aboriginal Movement,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which day is celebrated as International Mother Language Day,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which colloquial form of English is used in the poem,5,⚠️ REVIEW,NO,2024,Found in question papers.
Line from the poem,5,⚠️ REVIEW,NO,2024,Found in question papers.
Mother to Son,5,⚠️ REVIEW,NO,2024,Found in question papers.
Direction for 95 to 100,5,⚠️ REVIEW,NO,2024,Found in question papers.
Italicized Title with proper capitalization,5,⚠️ REVIEW,NO,2024,Found in question papers.
Usage of emojis in formal writing,5,⚠️ REVIEW,NO,2024,Found in question papers.
Inclusive language guidelines,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which is the latest edition of The Chicago Manual of Style,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which out of the following will allow you to avoid plagiarism,5,⚠️ REVIEW,NO,2024,Found in question papers.
Annotated Bibliography provides,5,⚠️ REVIEW,NO,2024,Found in question papers.
Jane Eyre By Charlotte Brontë,5,⚠️ REVIEW,NO,2024,Found in question papers.
Indian Writing in English 16 Questions,5,⚠️ REVIEW,NO,2024,Found in question papers.
Key figures of the Oxford Movement,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who among the following was not a proponent of the Oxford Movement,5,⚠️ REVIEW,NO,2024,Found in question papers.
Charles Kingsley was not the part of the movement but Kingsley Amis,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who among the following was not associated with the Movement Poetry,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following texts deals with the theme of creolisation,5,⚠️ REVIEW,NO,2024,Found in question papers.
Prosody refers to,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following statements are correct about Prosody,5,⚠️ REVIEW,NO,2024,Found in question papers.
Language and Linguistics 7 Questions,5,⚠️ REVIEW,NO,2024,Found in question papers.
Arrange the following works in order of their year of publication,5,⚠️ REVIEW,NO,2024,Found in question papers.
Chronologically arrange the following texts in order of publication,5,⚠️ REVIEW,NO,2024,Found in question papers.
Final Chronological Order,5,⚠️ REVIEW,NO,2024,Found in question papers.
Associated with the Cambridge School,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who among the following was not associated with the Yale School,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who among the following was not a leading figure of New Criticism,5,⚠️ REVIEW,NO,2024,Found in question papers.
Profound influence on British painting and decorative arts,5,⚠️ REVIEW,NO,2024,Found in question papers.
Aimed to express moral seriousness and sincerity,5,⚠️ REVIEW,NO,2024,Found in question papers.
Additional Context,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which work of John Keats is dedicated to Thomas Chatterton,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who among the following was not associated with the Cockney School of Poetry,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which among the following is not a work of Samuel Johnson,5,⚠️ REVIEW,NO,2024,Found in question papers.
What is the correct chronological order of the works of John Milton,5,⚠️ REVIEW,NO,2024,Found in question papers.
Chronological Order by Birth,5,⚠️ REVIEW,NO,2024,Found in question papers.
Correct Chronological Order with Dates and Explanation,5,⚠️ REVIEW,NO,2024,Found in question papers.
World Literature and Diaspora 7 Questions,5,⚠️ REVIEW,NO,2024,Found in question papers.
Arrange the following American poets in order of their birth,5,⚠️ REVIEW,NO,2024,Found in question papers.
What is the correct chronological sequence of periods of American Literature,5,⚠️ REVIEW,NO,2024,Found in question papers.
American Literature 5 Question,5,⚠️ REVIEW,NO,2024,Found in question papers.
Dalit Writings,5,⚠️ REVIEW,NO,2024,Found in question papers.
Frankenstein By Mary Shelley,5,⚠️ REVIEW,NO,2024,Found in question papers.
Wide Sargasso Sea By Jean Rhys,5,⚠️ REVIEW,NO,2024,Found in question papers.
Promotional materials do not constitute cultural intermediaries,5,⚠️ REVIEW,NO,2024,Found in question papers.
What is the correct sequence of various periods of English Literature,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which among the following does not fall in the category of Morality Plays,5,⚠️ REVIEW,NO,2024,Found in question papers.
Language and Research,5,⚠️ REVIEW,NO,2024,Found in question papers.
World Diaspora,5,⚠️ REVIEW,NO,2024,Found in question papers.
American Literature,5,⚠️ REVIEW,NO,2024,Found in question papers.
June 2024 UGC NET ENGLISH,5,⚠️ REVIEW,NO,2024,Found in question papers.
UGC NET English June 2024,5,⚠️ REVIEW,NO,2024,Found in question papers.
What tone does the passage predominantly convey,5,⚠️ REVIEW,NO,2024,Found in question papers.
What is the primary theme of the paragraph,5,⚠️ REVIEW,NO,2024,Found in question papers.
What helps in eliminating suspicion,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which among the following is true in the context of the given paragraph,5,⚠️ REVIEW,NO,2024,Found in question papers.
Emotional distress in the absence of the beloved,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Two Nations is the subtitle of,5,⚠️ REVIEW,NO,2024,Found in question papers.
Name the British poet who wrote Sohrab and Rustum,5,⚠️ REVIEW,NO,2024,Found in question papers.
William Holman Hunt,5,⚠️ REVIEW,NO,2024,Found in question papers.
American Literature 8,5,⚠️ REVIEW,NO,2024,Found in question papers.
Clarification on Other Options,5,⚠️ REVIEW,NO,2024,Found in question papers.
Identify the mood of the poem,5,⚠️ REVIEW,NO,2024,Found in question papers.
What is the central theme of the poem,5,⚠️ REVIEW,NO,2024,Found in question papers.
Identify the type of imagery used in the poem,5,⚠️ REVIEW,NO,2024,Found in question papers.
Reading Comprehension 10,5,⚠️ REVIEW,NO,2024,Found in question papers.
Clarification of other options,5,⚠️ REVIEW,NO,2024,Found in question papers.
Surveys and experiments,5,⚠️ REVIEW,NO,2024,Found in question papers.
Case study methods,5,⚠️ REVIEW,NO,2024,Found in question papers.
Measurement principles,5,⚠️ REVIEW,NO,2024,Found in question papers.
Sampling techniques,5,⚠️ REVIEW,NO,2024,Found in question papers.
Research Aptitude 5,5,⚠️ REVIEW,NO,2024,Found in question papers.
Phonetics refers to,5,⚠️ REVIEW,NO,2024,Found in question papers.
Language and Linguistics 8,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who among the following is not associated with lesbian and gay studies,5,⚠️ REVIEW,NO,2024,Found in question papers.
Fan clubs are cultural intermediaries,5,⚠️ REVIEW,NO,2024,Found in question papers.
Chronologically arrange the freedom playwrights in order of their birth,5,⚠️ REVIEW,NO,2024,Found in question papers.
Place the following works in ascending order of their publication year,5,⚠️ REVIEW,NO,2024,Found in question papers.
Indian Writing in English 20,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Birth of Tragedy from the Spirit of Music by Friedrich Nietzsche,5,⚠️ REVIEW,NO,2024,Found in question papers.
Plato viewed poetry as,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Greek word polis refers to,5,⚠️ REVIEW,NO,2024,Found in question papers.
Chronologically arrange the fictional writings of Margaret Atwood,5,⚠️ REVIEW,NO,2024,Found in question papers.
Euthanasia,5,⚠️ REVIEW,NO,2024,Found in question papers.
Religious hypocrisy,5,⚠️ REVIEW,NO,2024,Found in question papers.
Incest,5,⚠️ REVIEW,NO,2024,Found in question papers.
Words Literature Diaspora 7,5,⚠️ REVIEW,NO,2024,Found in question papers.
Elimination of incorrect options,5,⚠️ REVIEW,NO,2024,Found in question papers.
Big Daddy is a fictional character in,5,⚠️ REVIEW,NO,2024,Found in question papers.
Arrange the following plays in the order of their publication,5,⚠️ REVIEW,NO,2024,Found in question papers.
Family legacy and decay,5,⚠️ REVIEW,NO,2024,Found in question papers.
Race and identity in the American South,5,⚠️ REVIEW,NO,2024,Found in question papers.
British Literature 22 Questions,5,⚠️ REVIEW,NO,2024,Found in question papers.
Aboriginal Literature,5,⚠️ REVIEW,NO,2024,Found in question papers.
Evening SHIFT AUG 2024 UGC NET ENGLISH,5,⚠️ REVIEW,NO,2024,Found in question papers.
To turn towards children in humility and innocence to learn wisdom,5,⚠️ REVIEW,NO,2024,Found in question papers.
Persuasive,5,⚠️ REVIEW,NO,2024,Found in question papers.
What kind of a passage is this,5,⚠️ REVIEW,NO,2024,Found in question papers.
Preservation of natural innocence,5,⚠️ REVIEW,NO,2024,Found in question papers.
Awards,5,⚠️ REVIEW,NO,2024,Found in question papers.
Indian Reference in British Writing,5,⚠️ REVIEW,NO,2024,Found in question papers.
British Reference in Indian Writing,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who among the following are writers of wordless Graphic Narratives,5,⚠️ REVIEW,NO,2024,Found in question papers.
Graphic Narrative,5,⚠️ REVIEW,NO,2024,Found in question papers.
Children Narrative,5,⚠️ REVIEW,NO,2024,Found in question papers.
Disability Narrative,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following is not a Dalit narrative written by Perumal Murugan,5,⚠️ REVIEW,NO,2024,Found in question papers.
Match List I with List II,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which one of the following lines indicates the destructive character of words,5,⚠️ REVIEW,NO,2024,Found in question papers.
A major theme of the poem can best be summarized as,5,⚠️ REVIEW,NO,2024,Found in question papers.
a throat,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which one of the following is not a metaphor employed in the poem,5,⚠️ REVIEW,NO,2024,Found in question papers.
Words by Kamala Das,5,⚠️ REVIEW,NO,2024,Found in question papers.
READING AND COMPREHENSION,5,⚠️ REVIEW,NO,2024,Found in question papers.
Correct Format Applied,5,⚠️ REVIEW,NO,2024,Found in question papers.
If a quotation runs in more than four lines,5,⚠️ REVIEW,NO,2024,Found in question papers.
In Italics,5,⚠️ REVIEW,NO,2024,Found in question papers.
Maurice,5,⚠️ REVIEW,NO,2024,Found in question papers.
Clarification of Incorrect Options,5,⚠️ REVIEW,NO,2024,Found in question papers.
Alienation and abandonment,5,⚠️ REVIEW,NO,2024,Found in question papers.
Creation and responsibility,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who among the following wrote the following lines,5,⚠️ REVIEW,NO,2024,Found in question papers.
Identify the name of the essayist who made the following assertion,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Latin epic Aeneid by Virgil,5,⚠️ REVIEW,NO,2024,Found in question papers.
A word or sentence which reads the same both ways,5,⚠️ REVIEW,NO,2024,Found in question papers.
A palindrome is,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following writers fall under the category of LGBTQ,5,⚠️ REVIEW,NO,2024,Found in question papers.
Wolfgang Iser,5,⚠️ REVIEW,NO,2024,Found in question papers.
John Crowe Ransom,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who among the following published a series of essays titled The New Criticism,5,⚠️ REVIEW,NO,2024,Found in question papers.
Classical Socialism,5,⚠️ REVIEW,NO,2024,Found in question papers.
Roman Jakobson,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Historical Order,5,⚠️ REVIEW,NO,2024,Found in question papers.
Scrutiny,5,⚠️ REVIEW,NO,2024,Found in question papers.
Supporting line,5,⚠️ REVIEW,NO,2024,Found in question papers.
For even the wisest can learn incalculably much from children,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which phrase rightly encapsulates the central message of the passage,5,⚠️ REVIEW,NO,2024,Found in question papers.
Open verse,5,⚠️ REVIEW,NO,2024,Found in question papers.
The poem is most similar in style and form to,5,⚠️ REVIEW,NO,2024,Found in question papers.
A blast of burning air or,5,⚠️ REVIEW,NO,2024,Found in question papers.
A and D only,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following works are categorised under science fiction,5,⚠️ REVIEW,NO,2024,Found in question papers.
Explanation with Character References and Publication Dates,5,⚠️ REVIEW,NO,2024,Found in question papers.
Not directly associated with Aboriginal movements,5,⚠️ REVIEW,NO,2024,Found in question papers.
Significant contributors to the Australian Aboriginal Movement,5,⚠️ REVIEW,NO,2024,Found in question papers.
Explanation with Context and Dates,5,⚠️ REVIEW,NO,2024,Found in question papers.
WORLD LITERATURE AND DIASPORA,5,⚠️ REVIEW,NO,2024,Found in question papers.
Maya Angelou,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who among the following is the author of I Know Why the Caged Bird Sings,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who among the following writers were associated with the Harlem Renaissance,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Plough and the Stars,5,⚠️ REVIEW,NO,2024,Found in question papers.
Ralph Waldo Emerson,5,⚠️ REVIEW,NO,2024,Found in question papers.
AMERICAN ENGLISH,5,⚠️ REVIEW,NO,2024,Found in question papers.
RESEARCH METHODS,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which statement among the following rightly defines an epithet,5,⚠️ REVIEW,NO,2024,Found in question papers.
An eponymous character gives his or her name to the title of the work,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following stories deal with the theme of Partition,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which among the following statements are true about Panchatantra,5,⚠️ REVIEW,NO,2024,Found in question papers.
Incorrect statements,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who among the following are the recipients of the Nobel Prize in Literature,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which among the following is not a novel written by Jean Rhys,5,⚠️ REVIEW,NO,2024,Found in question papers.
